<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:dbc0bf12c1f857fec038ff0a3db5614037044d5cf805f4140b538c65c5aaca28
size 25724
=======
DATE,MANDINAME,STATENAME,VOLATILITY,COMMODITY
2017-04-01,PURULIA,WEST BENGAL,0.0585577101532781,MASUR DAL
2017-05-01,GWALIOR,MADHYA PRADESH,0.0883429593009532,MASUR DAL
2017-06-01,RAIGANJ,WEST BENGAL,0.0314174250184503,MASUR DAL
2017-07-01,RAIGANJ,WEST BENGAL,0.0829250925749532,MASUR DAL
2017-08-01,KHARAGPUR,WEST BENGAL,0.1303321549381627,MASUR DAL
2017-09-01,PURULIA,WEST BENGAL,0.0297896045051814,MASUR DAL
2017-10-01,MALDA,WEST BENGAL,0.1776338000375081,MASUR DAL
2017-11-01,REWA,MADHYA PRADESH,0.0936689556250982,MASUR DAL
2017-12-01,GWALIOR,MADHYA PRADESH,0.0525516927772559,MASUR DAL
2018-01-01,KOLKATA,WEST BENGAL,0.0197362437933628,MASUR DAL
2018-02-01,SILIGURI,WEST BENGAL,0.0859629056820919,MASUR DAL
2018-03-01,SILIGURI,WEST BENGAL,0.0617229969246572,MASUR DAL
2018-04-01,KOLKATA,WEST BENGAL,0.0265406433855068,MASUR DAL
2018-05-01,SILIGURI,WEST BENGAL,0.0686291771577233,MASUR DAL
2018-06-01,SILIGURI,WEST BENGAL,0.0307258074651753,MASUR DAL
2018-07-01,RAIGANJ,WEST BENGAL,0.0765996136699914,MASUR DAL
2018-08-01,RAIGANJ,WEST BENGAL,0.0466273450402283,MASUR DAL
2018-09-01,RAIGANJ,WEST BENGAL,0.0227687127737924,MASUR DAL
2018-10-01,SAGAR,MADHYA PRADESH,0.044734507323509,MASUR DAL
2018-11-01,RAIGANJ,WEST BENGAL,0.0321589101390769,MASUR DAL
2018-12-01,SILIGURI,WEST BENGAL,0.0160354361541833,MASUR DAL
2019-01-01,GWALIOR,MADHYA PRADESH,0.0206074398707501,MASUR DAL
2019-02-01,SILIGURI,WEST BENGAL,0.0717734796735053,MASUR DAL
2019-03-01,SILIGURI,WEST BENGAL,0.0917420075499351,MASUR DAL
2019-04-01,REWA,MADHYA PRADESH,0.0157479962789835,MASUR DAL
2019-05-01,GWALIOR,MADHYA PRADESH,0.0504438631880364,MASUR DAL
2019-06-01,GWALIOR,MADHYA PRADESH,0.0646772479667914,MASUR DAL
2019-07-01,GWALIOR,MADHYA PRADESH,0.0735865540284348,MASUR DAL
2019-08-01,GWALIOR,MADHYA PRADESH,0.0798633607133288,MASUR DAL
2019-09-01,SILIGURI,WEST BENGAL,0.0431470905456864,MASUR DAL
2019-10-01,KHARAGPUR,WEST BENGAL,0.1404128424987714,MASUR DAL
2019-11-01,KOLKATA,WEST BENGAL,0.052675743978142,MASUR DAL
2019-12-01,PURULIA,WEST BENGAL,0.0374474594078052,MASUR DAL
2020-01-01,RAIGANJ,WEST BENGAL,0.0670235922395985,MASUR DAL
2020-02-01,KHARAGPUR,WEST BENGAL,0.0934951058504392,MASUR DAL
2020-03-01,KHARAGPUR,WEST BENGAL,0.1111567794163783,MASUR DAL
2020-04-01,RAIGANJ,WEST BENGAL,0.0735249582239433,MASUR DAL
2020-05-01,GWALIOR,MADHYA PRADESH,0.0492711541018282,MASUR DAL
2020-06-01,KHARAGPUR,WEST BENGAL,0.0696464600524981,MASUR DAL
2020-07-01,RAIGANJ,WEST BENGAL,0.0620421736716227,MASUR DAL
2020-08-01,SILIGURI,WEST BENGAL,0.0662218169135446,MASUR DAL
2020-09-01,PURULIA,WEST BENGAL,0.0962325042174458,MASUR DAL
2016-01-01,DURGAPUR,WEST BENGAL,0.0430838723998523,MUSTARD OIL
2016-02-01,KATWA,WEST BENGAL,0.032909301421945,MUSTARD OIL
2016-03-01,RAATH,UTTAR PRADESH,0.2650239538306185,MUSTARD OIL
2016-04-01,KATWA,WEST BENGAL,0.0231378221304865,MUSTARD OIL
2016-05-01,KATWA,WEST BENGAL,0.1083567792700198,MUSTARD OIL
2016-06-01,KASIPUR,WEST BENGAL,0.0120317936241707,MUSTARD OIL
2016-07-01,RAATH,UTTAR PRADESH,0.1270232056560963,MUSTARD OIL
2016-08-01,DURGAPUR,WEST BENGAL,0.0096448544335613,MUSTARD OIL
2016-09-01,PRATAPGARH,UTTAR PRADESH,0.0195884563240008,MUSTARD OIL
2016-10-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.0411330806637822,MUSTARD OIL
2016-11-01,RAATH,UTTAR PRADESH,0.0133232984329435,MUSTARD OIL
2016-12-01,KASIPUR,WEST BENGAL,0.0172917787666106,MUSTARD OIL
2017-01-01,KAYAMGANJ,UTTAR PRADESH,0.0120726565425953,MUSTARD OIL
2017-02-01,KATWA,WEST BENGAL,0.0203350944933366,MUSTARD OIL
2017-03-01,KASIPUR,WEST BENGAL,0.0301564876056461,MUSTARD OIL
2017-04-01,KASIPUR,WEST BENGAL,0.0334461594014451,MUSTARD OIL
2017-05-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.11908636547079,MUSTARD OIL
2017-06-01,KAYAMGANJ,UTTAR PRADESH,0.0157190622958549,MUSTARD OIL
2017-07-01,KAYAMGANJ,UTTAR PRADESH,0.015880914665309,MUSTARD OIL
2017-08-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.1315813427114395,MUSTARD OIL
2017-09-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.0380625305869113,MUSTARD OIL
2017-10-01,RAATH,UTTAR PRADESH,0.1259077543092106,MUSTARD OIL
2017-11-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.0088082383675197,MUSTARD OIL
2017-12-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.0091473601078499,MUSTARD OIL
2018-01-01,KASIPUR,WEST BENGAL,0.0583801194797913,MUSTARD OIL
2018-02-01,KASIPUR,WEST BENGAL,0.0205657372788545,MUSTARD OIL
2018-03-01,KAYAMGANJ,UTTAR PRADESH,0.0198525320885193,MUSTARD OIL
2018-04-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.1099171611634157,MUSTARD OIL
2018-05-01,RAATH,UTTAR PRADESH,0.1082961987556671,MUSTARD OIL
2018-06-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.1228060183515805,MUSTARD OIL
2018-07-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.1717016313192587,MUSTARD OIL
2018-08-01,KAYAMGANJ,UTTAR PRADESH,0.0406477911388547,MUSTARD OIL
2018-09-01,FATEHPUR,UTTAR PRADESH,0.1061879992420719,MUSTARD OIL
2018-10-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.1086082368468808,MUSTARD OIL
2018-11-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.1217495992476207,MUSTARD OIL
2018-12-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.0091086446187786,MUSTARD OIL
2019-01-01,KAYAMGANJ,UTTAR PRADESH,0.005788552011266,MUSTARD OIL
2019-02-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.0054998213715807,MUSTARD OIL
2019-03-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.0091216497145782,MUSTARD OIL
2019-04-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.1315905770576339,MUSTARD OIL
2019-05-01,DURGAPUR,WEST BENGAL,0.010487920868606,MUSTARD OIL
2019-06-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.0069781812647973,MUSTARD OIL
2019-07-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.008293943928114,MUSTARD OIL
2019-08-01,KATWA,WEST BENGAL,0.0111300538609763,MUSTARD OIL
2019-09-01,DURGAPUR,WEST BENGAL,0.1044542145356583,MUSTARD OIL
2019-10-01,KAYAMGANJ,UTTAR PRADESH,0.0057946532910512,MUSTARD OIL
2019-11-01,RAATH,UTTAR PRADESH,0.1380971936386344,MUSTARD OIL
2019-12-01,FATEHPUR,UTTAR PRADESH,0.0218740616116283,MUSTARD OIL
2020-01-01,RAATH,UTTAR PRADESH,0.0403040769028896,MUSTARD OIL
2020-02-01,DURGAPUR,WEST BENGAL,0.1050923949878012,MUSTARD OIL
2020-03-01,DURGAPUR,WEST BENGAL,0.138265491072586,MUSTARD OIL
2020-04-01,PRATAPGARH,UTTAR PRADESH,0.0142565298794209,MUSTARD OIL
2020-05-01,SAFDARGANJ,UTTAR PRADESH,0.1159997955685531,MUSTARD OIL
2020-06-01,PRATAPGARH,UTTAR PRADESH,0.0470266628375672,MUSTARD OIL
2020-07-01,KASIPUR,WEST BENGAL,0.0282918876243279,MUSTARD OIL
2020-08-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.0216551436728984,MUSTARD OIL
2020-09-01,DURGAPUR,WEST BENGAL,0.2055610061162152,MUSTARD OIL
2016-01-01,BANGALORE,KARNATAKA,0.1944827268339401,ONION
2016-02-01,DAVANGERE,KARNATAKA,0.3357041701550787,ONION
2016-03-01,BANGALORE,KARNATAKA,0.1632914986968189,ONION
2016-04-01,HUBLI (AMARAGOL),KARNATAKA,0.2321954113140932,ONION
2016-05-01,HUBLI (AMARAGOL),KARNATAKA,0.2491699707794553,ONION
2016-06-01,KANNAUJ,UTTAR PRADESH,0.1758429522064866,ONION
2016-07-01,JALAUN,UTTAR PRADESH,0.2349026242033109,ONION
2016-08-01,DAVANGERE,KARNATAKA,0.1747182318309738,ONION
2016-09-01,LASALGAON,MAHARASHTRA,0.2049763172108922,ONION
2016-10-01,AURAIYA,UTTAR PRADESH,0.2450409877049833,ONION
2016-11-01,GONDA,UTTAR PRADESH,1.197971705521519,ONION
2016-12-01,FATEHPUR,UTTAR PRADESH,0.2401410337592145,ONION
2017-01-01,AURAIYA,UTTAR PRADESH,0.1849569136691459,ONION
2017-02-01,HUBLI (AMARAGOL),KARNATAKA,0.2994703771897679,ONION
2017-03-01,FATEHPUR,UTTAR PRADESH,0.1315698142075747,ONION
2017-04-01,MIRZAPUR,UTTAR PRADESH,0.1393981435002147,ONION
2017-05-01,AURAIYA,UTTAR PRADESH,1.2099925040515571,ONION
2017-06-01,PUKHRAYAN,UTTAR PRADESH,0.222503208060579,ONION
2017-07-01,LASALGAON,MAHARASHTRA,0.3784799356698034,ONION
2017-08-01,JALAUN,UTTAR PRADESH,0.2619630827905312,ONION
2017-09-01,DAVANGERE,KARNATAKA,0.2200621186709328,ONION
2017-10-01,AURAIYA,UTTAR PRADESH,0.3449823713825004,ONION
2017-11-01,DAVANGERE,KARNATAKA,0.2037466494308164,ONION
2017-12-01,JALAUN,UTTAR PRADESH,0.1600564954277141,ONION
2018-01-01,BANGALORE,KARNATAKA,0.1789888057973439,ONION
2018-02-01,BANGALORE,KARNATAKA,0.2283825004125153,ONION
2018-03-01,AURAIYA,UTTAR PRADESH,0.2725979178800733,ONION
2018-04-01,KANPUR(GRAIN),UTTAR PRADESH,0.1957772527101823,ONION
2018-05-01,HUBLI (AMARAGOL),KARNATAKA,0.2504347059980333,ONION
2018-06-01,MIRZAPUR,UTTAR PRADESH,0.3927739589306616,ONION
2018-07-01,MIRZAPUR,UTTAR PRADESH,0.1350287107606789,ONION
2018-08-01,HUBLI (AMARAGOL),KARNATAKA,0.2503257650780928,ONION
2018-09-01,JALAUN,UTTAR PRADESH,0.2125593003672044,ONION
2018-10-01,JALAUN,UTTAR PRADESH,0.2253698374052668,ONION
2018-11-01,LASALGAON,MAHARASHTRA,0.3522304600443773,ONION
2018-12-01,LASALGAON,MAHARASHTRA,0.2992753118618442,ONION
2019-01-01,BANGALORE,KARNATAKA,0.2895036895241238,ONION
2019-02-01,LASALGAON,MAHARASHTRA,0.232272820043514,ONION
2019-03-01,LASALGAON,MAHARASHTRA,0.199163152991622,ONION
2019-04-01,BELGAUM,KARNATAKA,0.1705715864231232,ONION
2019-05-01,BANGALORE,KARNATAKA,0.1838189336580728,ONION
2019-06-01,BARABANKI,UTTAR PRADESH,0.342759888668946,ONION
2019-07-01,DAVANGERE,KARNATAKA,0.957459488005516,ONION
2019-08-01,KANPUR(GRAIN),UTTAR PRADESH,0.2867382221224416,ONION
2019-09-01,GONDA,UTTAR PRADESH,0.296319467012921,ONION
2019-10-01,BELGAUM,KARNATAKA,0.2347224255784021,ONION
2019-11-01,BELGAUM,KARNATAKA,0.4957537323268982,ONION
2019-12-01,DAVANGERE,KARNATAKA,0.3026786030712019,ONION
2020-01-01,MIRZAPUR,UTTAR PRADESH,0.2889153842793237,ONION
2020-02-01,GAZIPUR,UTTAR PRADESH,0.2613069468220073,ONION
2020-03-01,DAVANGERE,KARNATAKA,0.2204714783439607,ONION
2020-04-01,DAVANGERE,KARNATAKA,1.5912466121000548,ONION
2020-05-01,HUBLI (AMARAGOL),KARNATAKA,0.3838082357261133,ONION
2020-06-01,MIRZAPUR,UTTAR PRADESH,0.2721540251052136,ONION
2020-07-01,PUKHRAYAN,UTTAR PRADESH,0.1074657675236343,ONION
2020-08-01,LASALGAON,MAHARASHTRA,0.2423754067368495,ONION
2020-09-01,PUKHRAYAN,UTTAR PRADESH,0.2991285652919177,ONION
2016-01-01,DURGAPUR,WEST BENGAL,0.2958156048924562,POTATO
2016-02-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.2734571021255949,POTATO
2016-03-01,BHARUCH,GUJARAT,0.2210430558928577,POTATO
2016-04-01,MALERKOTLA,PUNJAB,0.3464029621717094,POTATO
2016-05-01,AJNALA,PUNJAB,0.1845787034525521,POTATO
2016-06-01,SANWER,MADHYA PRADESH,0.206006758047498,POTATO
2016-07-01,AJNALA,PUNJAB,0.1401333999861084,POTATO
2016-08-01,KULLU,HIMACHAL PRADESH,0.1827713131937722,POTATO
2016-09-01,LASHKAR(F&V),MADHYA PRADESH,0.2090977445896392,POTATO
2016-10-01,KULLU,HIMACHAL PRADESH,0.138885529828192,POTATO
2016-11-01,LASHKAR(F&V),MADHYA PRADESH,0.5366410803356565,POTATO
2016-12-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.7607702190493542,POTATO
2017-01-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.3417381983637901,POTATO
2017-02-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.5001984047097626,POTATO
2017-03-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.2995285963101997,POTATO
2017-04-01,DURGAPUR,WEST BENGAL,0.2249895805896406,POTATO
2017-05-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.3309130876388105,POTATO
2017-06-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.3804204453145625,POTATO
2017-07-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.3048877544766254,POTATO
2017-08-01,BARNALA,PUNJAB,1.2965218884305296,POTATO
2017-09-01,LUCKNOW,UTTAR PRADESH,0.7569449758796624,POTATO
2017-10-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.6548568469335704,POTATO
2017-11-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,1.1495320969560443,POTATO
2017-12-01,BARNALA,PUNJAB,0.9322051471363796,POTATO
2018-01-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.6349505888026726,POTATO
2018-02-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.3296631435618468,POTATO
2018-03-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.3686384003082001,POTATO
2018-04-01,SANWER,MADHYA PRADESH,0.2870772601101373,POTATO
2018-05-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.2437425503251377,POTATO
2018-06-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.1959080959798333,POTATO
2018-07-01,AJNALA,PUNJAB,0.2031166460574305,POTATO
2018-08-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.2274627231108117,POTATO
2018-09-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.2418179529222982,POTATO
2018-10-01,SHEORAPHULY,WEST BENGAL,0.231751124874024,POTATO
2018-11-01,LASHKAR(F&V),MADHYA PRADESH,0.4134813123919613,POTATO
2018-12-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.7633390053768245,POTATO
2019-01-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.4006218016945992,POTATO
2019-02-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.453002245695294,POTATO
2019-03-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.3791451874045134,POTATO
2019-04-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.4604926261957176,POTATO
2019-05-01,ZIRA,PUNJAB,0.4264068016201641,POTATO
2019-06-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.5229594371944418,POTATO
2019-07-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.4955510151310486,POTATO
2019-08-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.4697767123911542,POTATO
2019-09-01,SANGRUR,PUNJAB,0.8649248323276119,POTATO
2019-10-01,LASHKAR(F&V),MADHYA PRADESH,0.7467750678013647,POTATO
2019-11-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.6099911238384073,POTATO
2019-12-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.4803828481006137,POTATO
2020-01-01,KATWA,WEST BENGAL,0.2009014897624505,POTATO
2020-02-01,DURGAPUR,WEST BENGAL,0.3429411422248675,POTATO
2020-03-01,AJNALA,PUNJAB,0.5473063428303824,POTATO
2020-04-01,AJNALA,PUNJAB,0.170135972825193,POTATO
2020-05-01,AJNALA,PUNJAB,0.1690705187503636,POTATO
2020-06-01,AJNALA,PUNJAB,0.1416374916127481,POTATO
2020-07-01,INDORE(F&V),MADHYA PRADESH,0.1779836371020874,POTATO
2020-08-01,AZADPUR,NCT OF DELHI,0.2204469778659433,POTATO
2020-09-01,LASHKAR(F&V),MADHYA PRADESH,0.7290426203609043,POTATO
2016-01-01,AGRA,UTTAR PRADESH,0.0362065662573639,RICE
2016-02-01,MEERUT,UTTAR PRADESH,0.0129257685500114,RICE
2016-03-01,LUDHIANA,PUNJAB,0.0312517606296216,RICE
2016-04-01,VARANASI,UTTAR PRADESH,0.0483007893757258,RICE
2016-05-01,KOLKATA,WEST BENGAL,0.0428298537477432,RICE
2016-06-01,PURULIA,WEST BENGAL,0.0214155637614306,RICE
2016-07-01,KHARAGPUR,WEST BENGAL,0.0996594840921885,RICE
2016-08-01,RAIGANJ,WEST BENGAL,0.0510787012757555,RICE
2016-09-01,RAIGANJ,WEST BENGAL,0.0499985814569595,RICE
2016-10-01,RAIGANJ,WEST BENGAL,0.0463775894294891,RICE
2016-11-01,RAIGANJ,WEST BENGAL,0.0962615155107938,RICE
2016-12-01,RAIGANJ,WEST BENGAL,0.0647508544832216,RICE
2017-01-01,GORAKHPUR,UTTAR PRADESH,0.0255403663771468,RICE
2017-02-01,MEERUT,UTTAR PRADESH,0.0266999360286043,RICE
2017-03-01,RAIGANJ,WEST BENGAL,0.0371950164103372,RICE
2017-04-01,RAIGANJ,WEST BENGAL,0.0450056180288676,RICE
2017-05-01,AGRA,UTTAR PRADESH,0.0556569869134279,RICE
2017-06-01,KOLKATA,WEST BENGAL,0.0343285160081013,RICE
2017-07-01,BATHINDA,PUNJAB,0.0599366093575563,RICE
2017-08-01,AMRITSAR,PUNJAB,0.0864015922801022,RICE
