<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:e28f402e91428a6c6fcd8d6fa4f7a670f107b0b42d9862389dcea9762b155016
size 10994
=======
DATE,PRICE,LEAD,LAG,LEADLAG,MISSED
2019-03-12,9262.33333333334,,,,
2019-03-13,9257,,,,
2019-03-14,9251,,,,
2019-03-15,9243.66666666667,,,,
2019-03-16,9237,,,,
2019-03-17,9231.66666666667,,,,
2019-03-18,9229,,,,
2019-03-19,9228.33333333334,,,,
2019-03-20,9227,,,,
2019-03-21,9227.33333333334,,,,
2019-03-22,9229,,,,
2019-03-23,9231,,,,
2019-03-24,9232.33333333334,,,,
2019-03-25,9233.66666666667,,,,
2019-03-26,9233.66666666667,,,,
2019-03-27,9233,,,,
2019-03-28,9232.33333333334,,,,
2019-03-29,9231.66666666667,,,,
2019-03-30,9230.33333333334,,,,
2019-03-31,9227,,,,
2019-04-01,9221.66666666667,,,,
2019-04-02,9215,,,,
2019-04-03,9206.33333333334,,,,
2019-04-04,9198.33333333334,,,,
2019-04-05,9189.33333333334,,,,
2019-04-06,9179.33333333334,,,,
2019-04-07,9168.66666666667,,,,
2019-04-08,9160,,,,
2019-04-09,9151.33333333334,,,,
2019-04-10,9144,,,,
2019-04-11,9137.5,,,,
2019-04-12,9131.5,,,,
2019-04-13,9126.83333333334,,,,
2019-04-14,9123.5,,,,
2019-04-15,9121.5,,,,
2019-04-16,9118.83333333334,,,,
2019-04-17,9116.83333333334,,,,
2019-04-18,9115.16666666667,,,,
2019-04-19,9113.16666666667,,,9113.16666666667,
2019-04-20,9111.83333333334,,,,
2019-04-21,9109.83333333334,,,,
2019-04-22,9109.83333333334,,,,
2019-04-23,9108.5,,,,
2019-04-24,9108.5,,,,
2019-04-25,9109,,,,
2019-04-26,9109.5,,,,
2019-04-27,9109.5,,,,
2019-04-28,9107.5,,,,
2019-04-29,9106.83333333334,,,,
2019-04-30,9105.5,,,,
2019-05-01,9106.83333333334,,,,
2019-05-02,9107.83333333334,,,,
2019-05-03,9109.5,,,,
2019-05-04,9112.16666666667,,,,
2019-05-05,9114.83333333334,,,,
2019-05-06,9117.94444444445,,,,
2019-05-07,9118.61111111111,,,,
2019-05-08,9117.94444444445,,,,
2019-05-09,9117.27777777778,,,,
2019-05-10,9117.44444444445,,,,
2019-05-11,9118.77777777778,,,,
2019-05-12,9121.44444444445,,,,
2019-05-13,9124.11111111111,,,,
2019-05-14,9126.11111111111,,,,
2019-05-15,9129.44444444445,,,,
2019-05-16,9131.77777777778,,,,
2019-05-17,9134.11111111111,,,,
2019-05-18,9136.77777777778,,,,
2019-05-19,9138.77777777778,,,,
2019-05-20,9140.11111111111,,,9140.11111111111,
2019-05-21,9141.66666666667,,,,
2019-05-22,9143.66666666667,,,,
2019-05-23,9148.33333333334,,,,
2019-05-24,9153,,,,
2019-05-25,9155.66666666667,,,,
2019-05-26,9157,,,,
2019-05-27,9157.66666666667,,,,
2019-05-28,9161,,,,
2019-05-29,9162.33333333334,,,,
2019-05-30,9161.53333333333,,,,
2019-05-31,9160.53333333334,,,,
2019-06-01,9161.2,,,,
2019-06-02,9161.2,,,,
2019-06-03,9160.53333333334,,,,
2019-06-04,9159.2,,,,
2019-06-05,9157.86666666667,,,,
2019-06-06,9157.42222222223,,,,
2019-06-07,9156.75555555556,,,,
2019-06-08,9156.08888888889,,,,
2019-06-09,9157.08888888889,,,,
2019-06-10,9158.75555555556,,,,
2019-06-11,9160.75555555556,,,,
2019-06-12,9161.08888888889,,,,
2019-06-13,9162.25555555556,,,,
2019-06-14,9163.72222222222,,,,
2019-06-15,9165.38888888889,,,,
2019-06-16,9166.05555555556,,,,
2019-06-17,9167.05555555556,,,,
2019-06-18,9168.05555555556,,,,
2019-06-19,9170.05555555556,,,,
2019-06-20,9172.05555555556,,,,
2019-06-21,9173.5,,,,
2019-06-22,9173.83333333334,,,,
2019-06-23,9173.83333333334,,,,
2019-06-24,9174.16666666667,,,,
2019-06-25,9173.16666666667,,,,
2019-06-26,9171.16666666667,,,,
2019-06-27,9169.5,,,,
2019-06-28,9168.33333333334,,,,
2019-06-29,9167,,,,
2019-06-30,9164.66666666667,,,,
2019-07-01,9161.66666666667,,,,
2019-07-02,9158,,,,
2019-07-03,9154.66666666667,,,,
2019-07-04,9150.83333333334,,,,
2019-07-05,9146.83333333334,,,,
2019-07-06,9141.83333333334,,,,
2019-07-07,9138.16666666667,,,,
2019-07-08,9134.16666666667,,,,
2019-07-09,9128.83333333334,,,,
2019-07-10,9123.5,,,,
2019-07-11,9119,,,,
2019-07-12,9114.66666666667,,,,
2019-07-13,9110.33333333334,,,,
2019-07-14,9107.66666666667,,,,
2019-07-15,9105,,,,
2019-07-16,9102.66666666667,,,,
2019-07-17,9099.33333333334,,,,
2019-07-18,9096.14285714286,,,,
2019-07-19,9093.64285714286,,,,
2019-07-20,9092.30952380953,,,,
2019-07-21,9090.97619047619,,,,
2019-07-22,9088.64285714286,,,,
2019-07-23,9085.97619047619,,,,
2019-07-24,9084.64285714286,,,,
2019-07-25,9084.30952380953,,,,
2019-07-26,9083.47619047619,,,,
2019-07-27,9083.14285714286,,,,
2019-07-28,9082.14285714286,,,,
2019-07-29,9079.47619047619,,,,
2019-07-30,9078.14285714286,,,,
2019-07-31,9076.80952380953,,,,
2019-08-01,9076.73544973545,,,,
2019-08-02,9076.59259259259,,,,
2019-08-03,9075.59259259259,,,,
2019-08-04,9074.25925925926,,,,
2019-08-05,9075.59259259259,,,,
2019-08-06,9075.92592592593,,,,
2019-08-07,9076.25925925926,,,,
2019-08-08,9075.81481481482,,,,
2019-08-09,9076.14814814815,,,,
2019-08-10,9079.48148148148,,,,
2019-08-11,9082.48148148148,,,,
2019-08-12,9086.48148148148,,,,
2019-08-13,9089.48148148148,,,,
2019-08-14,9090.14814814815,,,,
2019-08-15,9090.29966329967,,,,
2019-08-16,9091.04040404041,,,,
2019-08-17,9092.70707070708,,,,
2019-08-18,9094.70707070707,,,,
2019-08-19,9094.70707070707,,,,
2019-08-20,9093.04040404041,,,,
2019-08-21,9093.04040404041,,,,
2019-08-22,9094.04040404041,,,,
2019-08-23,9095.81818181818,,,,
2019-08-24,9096.15151515152,,,,
2019-08-25,9094.81818181818,,,,
2019-08-26,9092.48484848485,,,,
2019-08-27,9088.81818181818,,,,
2019-08-28,9086.35637626263,,,,
2019-08-29,9085.65386730206,,,,
2019-08-30,9085.50235215054,,,,
2019-08-31,9086.16901881721,,,,
2019-09-01,9086.16901881721,,,,
2019-09-02,9086.83568548387,,,,
2019-09-03,9088.1690188172,,,,
2019-09-04,9091.1690188172,,,,
2019-09-05,9093.16901881721,,,,
2019-09-06,9093.83568548387,,,,
2019-09-07,9094.50235215054,,,,
2019-09-08,9095.50235215054,,,,
2019-09-09,9096.16901881721,,,,
2019-09-10,9096.83568548387,,,,
2019-09-11,9097.50235215054,,,,
2019-09-12,9098.4641577061,,,,
2019-09-13,9099.16666666667,,,,
2019-09-14,9098.5,,,,
2019-09-15,9097.16666666667,,,,
2019-09-16,9097.16666666667,,,,
2019-09-17,9096.5,,,,
2019-09-18,9097.16666666667,,,,
2019-09-19,9096.43333333334,,,,
2019-09-20,9095.76666666667,,,,
2019-09-21,9094.76666666667,,,,
2019-09-22,9094.1,,,,
2019-09-23,9093.1,,,,
2019-09-24,9091.43333333334,,,,
2019-09-25,9091.43333333334,,,,
2019-09-26,9092.76666666667,,,,
2019-09-27,9093.93333333334,,,,
2019-09-28,9094.26666666667,,,,
2019-09-29,9096.26666666667,,,,
2019-09-30,9098.93333333334,,,,
2019-10-01,9100.6,,,,
2019-10-02,9101.93333333334,,,,
2019-10-03,9102.68333333334,,,,
2019-10-04,9103.75,,,,
2019-10-05,9105.75,,,,
2019-10-06,9110.08333333334,,,,
2019-10-07,9112.75,,,,
2019-10-08,9115.75,,,,
2019-10-09,9117.41666666667,,,,
2019-10-10,9117.08333333334,,,,
2019-10-11,9115.75,,,,
2019-10-12,9114.41666666667,,,,
2019-10-13,9113.41666666667,,,,
2019-10-14,9110.75,,,,
2019-10-15,9107.08333333334,,,,
2019-10-16,9103.75,,,,
2019-10-17,9100.58333333334,,,,
2019-10-18,9097.16666666667,,,,
2019-10-19,9094.16666666667,,,,
2019-10-20,9092.16666666667,,,,
2019-10-21,9090.16666666667,,,,
2019-10-22,9087.5,,,,
2019-10-23,9086.16666666667,,,,
2019-10-24,9087.16666666667,,,,
2019-10-25,9090.16666666667,,,,
2019-10-26,9094.5,,,,
2019-10-27,9098.35185185185,,,,
2019-10-28,9101.68518518519,,,,
2019-10-29,9104.35185185185,,,,
2019-10-30,9107.35185185185,,,,
2019-10-31,9108.68518518519,,,,
2019-11-01,9109.18518518519,,,,
2019-11-02,9110.18518518519,,,,
2019-11-03,9110.18518518519,,,,
2019-11-04,9110.18518518519,,,,
2019-11-05,9108.85185185185,,,,
2019-11-06,9109.85185185185,,,,
2019-11-07,9109.68518518519,,,,
2019-11-08,9108.01851851852,,,,
2019-11-09,9106.01851851852,,,,
2019-11-10,9103.68518518519,,,,
2019-11-11,9102.16666666667,,,,
2019-11-12,9102.16666666667,,,,
2019-11-13,9103.83333333334,,,,
2019-11-14,9104.72222222223,,,,
2019-11-15,9106.05555555556,,,,
2019-11-16,9107.38888888889,,,,
2019-11-17,9109.72222222222,,,,
2019-11-18,9113.05555555556,,,,
2019-11-19,9115.38888888889,,,,
2019-11-20,9118.05555555556,,,,
2019-11-21,9119.38888888889,,,,
2019-11-22,9120.88888888889,,,,
2019-11-23,9122.55555555556,,,,
2019-11-24,9125.88888888889,,,,
2019-11-25,9131.55555555556,,,,
2019-11-26,9138.55555555556,,,,
2019-11-27,9145.55555555556,,,,
2019-11-28,9152.38888888889,,,,
2019-11-29,9159.5,,,,
2019-11-30,9167.5,,,,
2019-12-01,9177.5,,,,
2019-12-02,9185.83333333334,,,,
2019-12-03,9193.16666666667,,,,
2019-12-04,9200.83333333334,,,,
2019-12-05,9208.66666666667,,,,
2019-12-06,9217,,,,
2019-12-07,9225,,,,
2019-12-08,9234.33333333334,,,,
2019-12-09,9241,,,,
2019-12-10,9244.33333333334,,,,
2019-12-11,9245.66666666667,,,,
2019-12-12,9246.83333333334,,,,
2019-12-13,9248.33333333334,,,,
2019-12-14,9250.33333333334,,,,
2019-12-15,9252.33333333334,,,,
2019-12-16,9253,,,,
2019-12-17,9253.33333333334,,,,
2019-12-18,9254.66666666667,,,,
2019-12-19,9256.23754789272,,,,
2019-12-20,9259.07088122606,,,,
2019-12-21,9281.73754789272,,,,
2019-12-22,9306.07088122605,,,,
2019-12-23,9330.40421455939,,,,
2019-12-24,9356.40421455939,,,,
2019-12-25,9383.73754789272,,,,
2019-12-26,9412.5153256705,,,,
2019-12-27,9442.0153256705,,,,
2019-12-28,9472.0153256705,,,,
2019-12-29,9503.0153256705,,,,
2019-12-30,9534.34865900383,,,,
2019-12-31,9567.0153256705,,,,
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
