STARTDATE,ENDDATE,LASTMONTH,LASTYEAR,SAMEMONTH,MAXMINRATIO,STATENAME,MANDINAME,COMMODITY,NUMBER_OF_MATCHED,TEXT,PUBLISHEDDATE,AVG_COSINE,ARTICLETITLE,ARTICLEURL,CENTRENAME
2020-04-19,2020-06-01,Normal,Normal,Normal,1.024220755978874,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-04-12,2020-05-25,Normal,Normal,Normal,1.0239008806198406,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-04-22,2018-06-04,Normal,Normal,Normal,1.0238516821164465,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-07-01,2018-08-13,Normal,Normal,Normal,1.0238272524199554,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-07-08,2018-08-20,Normal,Normal,Normal,1.0238272524199554,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-07-15,2018-08-27,Normal,Normal,Normal,1.0237989581416975,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-11-18,2018-12-31,Normal,Normal,Normal,1.0237929367145968,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-02-04,2018-03-19,Normal,Normal,Normal,1.023701195640673,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2020-04-26,2020-06-08,Normal,Normal,Normal,1.0236024404030786,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-07-22,2018-09-03,Normal,Normal,Normal,1.0235145916439221,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-04-22,2018-06-04,Normal,Normal,Normal,1.0235094251345642,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-04-29,2018-06-11,Normal,Normal,Normal,1.0235094251345642,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-06-21,2020-08-03,Normal,Normal,Normal,1.0233780865646418,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-02-25,2018-04-09,Normal,Normal,Normal,1.0232041028611247,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-08-11,2019-09-23,Normal,Normal,Normal,1.023063991609226,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-01-07,2018-02-19,Normal,Normal,Normal,1.0230502052415535,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-01-14,2018-02-26,Normal,Normal,Normal,1.0230502052415535,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-01-21,2018-03-05,Normal,Normal,Normal,1.0230502052415535,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-02-18,2018-04-02,Normal,Normal,Normal,1.0230310507916924,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2020-07-12,2020-08-24,Normal,Normal,Normal,1.0229720028715004,UTTAR PRADESH,KAYAMGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2017-04-23,2017-06-05,Normal,Normal,Normal,1.0228194547287763,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2017-04-30,2017-06-12,Normal,Normal,Normal,1.0228194547287763,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2020-04-05,2020-05-18,Normal,Normal,Normal,1.0226305648137342,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-08-18,2019-09-30,Normal,Normal,Normal,1.0224592349502617,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2019-03-03,2019-04-15,Normal,Normal,Normal,1.0223903486351091,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-05-03,2020-06-15,Normal,Normal,Normal,1.0220604606329258,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-05-24,2020-07-06,Normal,Normal,Normal,1.022046131164967,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2021-01-03,2021-02-15,Normal,Normal,Normal,1.0218731526053544,UTTAR PRADESH,CHHIBRAMAU(KANNUJ),MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2017-04-23,2017-06-05,Normal,Normal,Normal,1.0216280839039236,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-04-30,2017-06-12,Normal,Normal,Normal,1.0216280839039236,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-05-07,2017-06-19,Normal,Normal,Normal,1.0216280839039236,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-05-21,2017-07-03,Normal,Normal,Normal,1.0216280839039236,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-05-28,2017-07-10,Normal,Normal,Normal,1.0216280839039236,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-10-29,2017-12-11,Normal,Normal,Normal,1.0213082986257198,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-04-02,2017-05-15,Normal,Normal,Normal,1.0211679608552282,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2017-04-09,2017-05-22,Normal,Normal,Normal,1.0211679608552282,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2017-06-25,2017-08-07,Normal,Normal,Normal,1.0211679608552282,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-05-06,2018-06-18,Normal,Normal,Normal,1.0211679608552282,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-05-13,2018-06-25,Normal,Normal,Normal,1.0211679608552282,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-03-18,2018-04-30,Normal,Normal,Normal,1.0211679608552282,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-03-25,2018-05-07,Normal,Normal,Normal,1.0211679608552282,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2021-01-10,2021-02-22,Normal,Normal,Normal,1.021129873576403,UTTAR PRADESH,RAATH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2021-01-17,2021-03-01,Normal,Normal,Normal,1.021129873576403,UTTAR PRADESH,RAATH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-07-22,2018-09-03,Normal,Normal,Normal,1.0210930009611558,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-07-08,2018-08-20,Normal,Normal,Normal,1.0209451636669824,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-07-15,2018-08-27,Normal,Normal,Normal,1.0208901952550913,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-06-23,2019-08-05,Normal,Normal,Normal,1.0207882760194027,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2019-06-30,2019-08-12,Normal,Normal,Normal,1.0207882760194027,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2019-07-07,2019-08-19,Normal,Normal,Normal,1.0207882760194027,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-09-16,2018-10-29,Normal,Normal,Normal,1.0207270076033748,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2019-06-16,2019-07-29,Normal,Normal,Normal,1.0207270076033748,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-08-12,2018-09-24,Normal,Normal,Normal,1.0207270076033748,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-07-01,2018-08-13,Normal,Normal,Normal,1.0206196249093358,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-07-08,2018-08-20,Normal,Normal,Normal,1.0206196249093358,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2019-03-17,2019-04-29,Normal,Normal,Normal,1.0206196249093358,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2019-03-24,2019-05-06,Normal,Normal,Normal,1.0206196249093358,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2019-05-12,2019-06-24,Normal,Normal,Normal,1.0206196249093358,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-03-03,2019-04-15,Normal,Normal,Normal,1.0205133491392642,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2019-10-06,2019-11-18,Normal,Normal,Normal,1.0205133491392642,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-10-13,2019-11-25,Normal,Normal,Normal,1.0205133491392642,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-10-20,2019-12-02,Normal,Normal,Normal,1.0205133491392642,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-10-27,2019-12-09,Normal,Normal,Normal,1.0205133491392642,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-11-03,2019-12-16,Normal,Normal,Normal,1.0205133491392642,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-11-10,2019-12-23,Normal,Normal,Normal,1.0205133491392642,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-03-29,2020-05-11,Normal,Normal,Normal,1.0204013758757111,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-01-01,2017-02-13,Normal,Normal,Normal,1.0203040506070808,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-01-08,2017-02-20,Normal,Normal,Normal,1.0203040506070808,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-01-15,2017-02-27,Normal,Normal,Normal,1.0203040506070808,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-02-11,2018-03-26,Normal,Normal,Normal,1.0199763296659792,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-02-18,2018-04-02,Normal,Normal,Normal,1.0199763296659792,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-04-02,2017-05-15,Normal,Normal,Normal,1.0197725502370976,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-04-01,2018-05-14,Normal,Normal,Normal,1.019686350322102,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-05-10,2020-06-22,Normal,Normal,Normal,1.0196101357623368,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-11-24,2020-01-06,Normal,Normal,Normal,1.0195078913831976,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-07-09,2017-08-21,Normal,Normal,Normal,1.0195026313073987,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-09-08,2019-10-21,Normal,Normal,Normal,1.0193034419364724,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2020-12-27,2021-02-08,Normal,Normal,Normal,1.0190622074717046,UTTAR PRADESH,KAYAMGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2020-01-12,2020-02-24,Normal,Normal,Normal,1.018950576135606,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-01-19,2020-03-02,Normal,Normal,Normal,1.018950576135606,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-02-02,2020-03-16,Normal,Normal,Normal,1.018950576135606,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-02-09,2020-03-23,Normal,Normal,Normal,1.018950576135606,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-02-16,2020-03-30,Normal,Normal,Normal,1.018950576135606,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-03-15,2020-04-27,Normal,Normal,Normal,1.018950576135606,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-04-05,2020-05-18,Normal,Normal,Normal,1.018950576135606,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-04-12,2020-05-25,Normal,Normal,Normal,1.018950576135606,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-04-19,2020-06-01,Normal,Normal,Normal,1.018950576135606,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-04-26,2020-06-08,Normal,Normal,Normal,1.018950576135606,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-05-03,2020-06-15,Normal,Normal,Normal,1.018950576135606,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-05-10,2020-06-22,Normal,Normal,Normal,1.018950576135606,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-05-31,2020-07-13,Normal,Normal,Normal,1.018950576135606,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-04-08,2018-05-21,Normal,Normal,Normal,1.0188599726056264,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-09-06,2020-10-19,Normal,Normal,Normal,1.0185963928604804,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-09-13,2020-10-26,Normal,Normal,Normal,1.0185963928604804,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-12-27,2021-02-08,Normal,Normal,Normal,1.0184939385895049,UTTAR PRADESH,RAATH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2019-08-25,2019-10-07,Normal,Normal,Normal,1.0182820958022674,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2019-09-01,2019-10-14,Normal,Normal,Normal,1.0182820958022674,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-07-29,2018-09-10,Normal,Normal,Normal,1.0182634425058668,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-08-26,2018-10-08,Normal,Normal,Normal,1.0182634425058668,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2019-03-31,2019-05-13,Normal,Normal,Normal,1.018029219769972,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2020-11-01,2020-12-14,Normal,Normal,Normal,1.0179263129447798,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-02-04,2018-03-19,Normal,Normal,Normal,1.0178901912399754,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-02-11,2018-03-26,Normal,Normal,Normal,1.0178901912399754,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2019-02-03,2019-03-18,Normal,Normal,Normal,1.0177532904805633,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-06-10,2018-07-23,Normal,Normal,Normal,1.0176696971516228,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-06-17,2018-07-30,Normal,Normal,Normal,1.0176696971516228,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-05-27,2018-07-09,Normal,Normal,Normal,1.0176575070525546,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-06-03,2018-07-16,Normal,Normal,Normal,1.0176575070525546,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-05-21,2017-07-03,Normal,Normal,Normal,1.0176211453744493,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-12-13,2021-01-25,Normal,Normal,Normal,1.0176090611450317,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2021-01-03,2021-02-15,Normal,Normal,Normal,1.0175934930618526,UTTAR PRADESH,RAATH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2017-06-18,2017-07-31,Normal,Normal,Normal,1.017529009273269,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2020-12-27,2021-02-08,Normal,Normal,Normal,1.0174546092448031,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2021-01-03,2021-02-15,Normal,Normal,Normal,1.0174546092448031,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-08-05,2018-09-17,Normal,Normal,Normal,1.0172431384552596,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2020-03-22,2020-05-04,Normal,Normal,Normal,1.0172102598983543,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-04-15,2018-05-28,Normal,Normal,Normal,1.0172044389427704,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-12-27,2021-02-08,Normal,Normal,Normal,1.016862977713753,UTTAR PRADESH,CHHIBRAMAU(KANNUJ),MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-11-18,2018-12-31,Normal,Normal,Normal,1.016802391703948,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-11-25,2019-01-07,Normal,Normal,Normal,1.016802391703948,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-12-02,2019-01-14,Normal,Normal,Normal,1.016802391703948,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-12-09,2019-01-21,Normal,Normal,Normal,1.016802391703948,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-12-16,2019-01-28,Normal,Normal,Normal,1.016802391703948,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2021-01-10,2021-02-22,Normal,Normal,Normal,1.0167212839257205,UTTAR PRADESH,CHHIBRAMAU(KANNUJ),MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2017-11-12,2017-12-25,Normal,Normal,Normal,1.0166132423370555,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2020-03-22,2020-05-04,Normal,Normal,Normal,1.0165304959148775,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-05-17,2020-06-29,Normal,Normal,Normal,1.016266165387192,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-01-26,2020-03-09,Normal,Normal,Normal,1.01617070136829,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2017-05-28,2017-07-10,Normal,Normal,Normal,1.0161497668472002,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2017-06-04,2017-07-17,Normal,Normal,Normal,1.0161063668792565,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-11-05,2017-12-18,Normal,Normal,Normal,1.0159238961844692,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2017-03-26,2017-05-08,Normal,Normal,Normal,1.0158493777257738,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2017-11-19,2018-01-01,Normal,Normal,Normal,1.0158254547522791,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-02-11,2018-03-26,Normal,Normal,Normal,1.015765527457412,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-02-18,2018-04-02,Normal,Normal,Normal,1.015765527457412,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-02-25,2018-04-09,Normal,Normal,Normal,1.015765527457412,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-03-04,2018-04-16,Normal,Normal,Normal,1.015765527457412,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-11-11,2018-12-24,Normal,Normal,Normal,1.0156414024774305,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-05-07,2017-06-19,Normal,Normal,Normal,1.015600460684745,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2017-05-14,2017-06-26,Normal,Normal,Normal,1.015600460684745,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2020-12-06,2021-01-18,Normal,Normal,Normal,1.0155717636156492,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-12-13,2021-01-25,Normal,Normal,Normal,1.0155717636156492,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-12-20,2021-02-01,Normal,Normal,Normal,1.0155717636156492,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-12-27,2021-02-08,Normal,Normal,Normal,1.0155717636156492,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2021-01-17,2021-03-01,Normal,Normal,Normal,1.0155717636156492,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-09-02,2018-10-15,Normal,Normal,Normal,1.0155192167482554,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-09-09,2018-10-22,Normal,Normal,Normal,1.0155192167482554,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-02-04,2018-03-19,Normal,Normal,Normal,1.0155192167482554,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-02-11,2018-03-26,Normal,Normal,Normal,1.0155192167482554,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-07-29,2018-09-10,Normal,Normal,Normal,1.0155192167482554,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-08-05,2018-09-17,Normal,Normal,Normal,1.0155192167482554,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-05-12,2019-06-24,Normal,Normal,Normal,1.0154540478828682,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-01-29,2017-03-13,Normal,Normal,Normal,1.0153694609170878,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-11-11,2018-12-24,Normal,Normal,Normal,1.0153592413153285,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2019-03-10,2019-04-22,Normal,Normal,Normal,1.0153592413153285,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2019-05-19,2019-07-01,Normal,Normal,Normal,1.0153592413153285,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-11-17,2019-12-30,Normal,Normal,Normal,1.0153592413153285,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-12-23,2019-02-04,Normal,Normal,Normal,1.0152804840529177,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-12-30,2019-02-11,Normal,Normal,Normal,1.0152804840529177,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2019-01-06,2019-02-18,Normal,Normal,Normal,1.0152804840529177,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2019-01-13,2019-02-25,Normal,Normal,Normal,1.0152804840529177,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
