<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:e1f386bedfecbbd148a5c95177f389141967e1d0b69f52ffa377149aa208a302
size 38634
=======
index,DATE,MANDINAME,STATENAME,VOLATILITY
9,2016-05-01,BERHAMPUR,ODISHA,0.0
0,2016-06-01,VISAKHAPATNAM,ANDHRA PRADESH,0.09843767640213376
1,2016-06-01,CUTTACK,ODISHA,0.049002601323949166
2,2016-06-01,BHUBANESHWAR,ODISHA,0.022740664054452055
10,2016-06-01,AVERAGE,,0.018067643253803434
3,2016-06-01,SAMBALPUR,ODISHA,0.0061678064520267525
4,2016-06-01,VIJAYWADA,ANDHRA PRADESH,0.0043276843054726
5,2016-06-01,HYDERABAD,ANDHRA PRADESH,0.0
6,2016-06-01,KARIMNAGAR,ANDHRA PRADESH,0.0
7,2016-06-01,TIRUPATHI,ANDHRA PRADESH,0.0
8,2016-06-01,BALASORE,ODISHA,0.0
9,2016-06-01,BERHAMPUR,ODISHA,0.0
0,2016-07-01,CUTTACK,ODISHA,0.026667064693957132
1,2016-07-01,SAMBALPUR,ODISHA,0.022052694475848813
2,2016-07-01,TIRUPATHI,ANDHRA PRADESH,0.01885392044881494
3,2016-07-01,BHUBANESHWAR,ODISHA,0.01817238739273978
4,2016-07-01,VISAKHAPATNAM,ANDHRA PRADESH,0.01113448213352701
10,2016-07-01,AVERAGE,,0.010127354849973697
5,2016-07-01,VIJAYWADA,ANDHRA PRADESH,0.004392999354849289
6,2016-07-01,HYDERABAD,ANDHRA PRADESH,0.0
7,2016-07-01,KARIMNAGAR,ANDHRA PRADESH,0.0
8,2016-07-01,BALASORE,ODISHA,0.0
9,2016-07-01,BERHAMPUR,ODISHA,0.0
0,2016-08-01,CUTTACK,ODISHA,0.07127772197730554
1,2016-08-01,VISAKHAPATNAM,ANDHRA PRADESH,0.03864746758625009
2,2016-08-01,BHUBANESHWAR,ODISHA,0.033663590181299434
3,2016-08-01,SAMBALPUR,ODISHA,0.024620897498299352
4,2016-08-01,TIRUPATHI,ANDHRA PRADESH,0.01995942051693074
10,2016-08-01,AVERAGE,,0.01893766920962261
5,2016-08-01,VIJAYWADA,ANDHRA PRADESH,0.0012075943361409668
6,2016-08-01,HYDERABAD,ANDHRA PRADESH,0.0
7,2016-08-01,KARIMNAGAR,ANDHRA PRADESH,0.0
8,2016-08-01,BALASORE,ODISHA,0.0
9,2016-08-01,BERHAMPUR,ODISHA,0.0
0,2016-09-01,TIRUPATHI,ANDHRA PRADESH,0.06523512821758119
1,2016-09-01,BHUBANESHWAR,ODISHA,0.028900216731795145
2,2016-09-01,VISAKHAPATNAM,ANDHRA PRADESH,0.027489060957600425
3,2016-09-01,CUTTACK,ODISHA,0.024677197702673605
10,2016-09-01,AVERAGE,,0.015866043022601518
4,2016-09-01,SAMBALPUR,ODISHA,0.010345830781291395
5,2016-09-01,VIJAYWADA,ANDHRA PRADESH,0.002012995835073422
6,2016-09-01,HYDERABAD,ANDHRA PRADESH,0.0
7,2016-09-01,KARIMNAGAR,ANDHRA PRADESH,0.0
8,2016-09-01,BALASORE,ODISHA,0.0
9,2016-09-01,BERHAMPUR,ODISHA,0.0
0,2016-10-01,BHUBANESHWAR,ODISHA,0.021797473696264044
1,2016-10-01,CUTTACK,ODISHA,0.019739968801664103
2,2016-10-01,SAMBALPUR,ODISHA,0.018908595370028303
3,2016-10-01,KARIMNAGAR,ANDHRA PRADESH,0.009984962303398305
4,2016-10-01,TIRUPATHI,ANDHRA PRADESH,0.009981256346434457
10,2016-10-01,AVERAGE,,0.009830306999488643
5,2016-10-01,HYDERABAD,ANDHRA PRADESH,0.009520057179629384
6,2016-10-01,VISAKHAPATNAM,ANDHRA PRADESH,0.008370756297467828
7,2016-10-01,VIJAYWADA,ANDHRA PRADESH,0.0
8,2016-10-01,BALASORE,ODISHA,0.0
9,2016-10-01,BERHAMPUR,ODISHA,0.0
0,2016-11-01,HYDERABAD,ANDHRA PRADESH,0.041675764564226406
1,2016-11-01,KARIMNAGAR,ANDHRA PRADESH,0.03869597788821539
2,2016-11-01,CUTTACK,ODISHA,0.019197837663538574
10,2016-11-01,AVERAGE,,0.01468533720011935
3,2016-11-01,VISAKHAPATNAM,ANDHRA PRADESH,0.014306849532093747
4,2016-11-01,TIRUPATHI,ANDHRA PRADESH,0.010115032613179151
5,2016-11-01,VIJAYWADA,ANDHRA PRADESH,0.00921021957712458
6,2016-11-01,SAMBALPUR,ODISHA,0.007057161795640227
7,2016-11-01,BHUBANESHWAR,ODISHA,0.006594528367175417
8,2016-11-01,BALASORE,ODISHA,0.0
9,2016-11-01,BERHAMPUR,ODISHA,0.0
0,2016-12-01,VIJAYWADA,ANDHRA PRADESH,0.04949334991025306
1,2016-12-01,BHUBANESHWAR,ODISHA,0.043611387714194885
2,2016-12-01,CUTTACK,ODISHA,0.02124725893480671
3,2016-12-01,SAMBALPUR,ODISHA,0.0169596148797683
10,2016-12-01,AVERAGE,,0.014227678554448665
4,2016-12-01,TIRUPATHI,ANDHRA PRADESH,0.010965174105463694
5,2016-12-01,HYDERABAD,ANDHRA PRADESH,0.0
6,2016-12-01,KARIMNAGAR,ANDHRA PRADESH,0.0
7,2016-12-01,VISAKHAPATNAM,ANDHRA PRADESH,0.0
8,2016-12-01,BALASORE,ODISHA,0.0
9,2016-12-01,BERHAMPUR,ODISHA,0.0
0,2017-01-01,VIJAYWADA,ANDHRA PRADESH,0.09275069080577136
1,2017-01-01,CUTTACK,ODISHA,0.015751127897428337
2,2017-01-01,VISAKHAPATNAM,ANDHRA PRADESH,0.013860315539487382
10,2017-01-01,AVERAGE,,0.013080972207068923
3,2017-01-01,BHUBANESHWAR,ODISHA,0.008447587828002154
4,2017-01-01,HYDERABAD,ANDHRA PRADESH,0.0
5,2017-01-01,KARIMNAGAR,ANDHRA PRADESH,0.0
6,2017-01-01,TIRUPATHI,ANDHRA PRADESH,0.0
7,2017-01-01,BALASORE,ODISHA,0.0
8,2017-01-01,BERHAMPUR,ODISHA,0.0
9,2017-01-01,SAMBALPUR,ODISHA,0.0
0,2017-02-01,VIJAYWADA,ANDHRA PRADESH,0.049924294574636735
1,2017-02-01,BHUBANESHWAR,ODISHA,0.016024857084186266
2,2017-02-01,KARIMNAGAR,ANDHRA PRADESH,0.015011094432505043
3,2017-02-01,HYDERABAD,ANDHRA PRADESH,0.014841203307157371
10,2017-02-01,AVERAGE,,0.010588278299309507
4,2017-02-01,CUTTACK,ODISHA,0.010081333594609651
5,2017-02-01,TIRUPATHI,ANDHRA PRADESH,0.0
6,2017-02-01,VISAKHAPATNAM,ANDHRA PRADESH,0.0
7,2017-02-01,BALASORE,ODISHA,0.0
8,2017-02-01,BERHAMPUR,ODISHA,0.0
9,2017-02-01,SAMBALPUR,ODISHA,0.0
0,2017-03-01,CUTTACK,ODISHA,0.08097053911111138
1,2017-03-01,BHUBANESHWAR,ODISHA,0.06391624565267688
2,2017-03-01,SAMBALPUR,ODISHA,0.0497367180360285
10,2017-03-01,AVERAGE,,0.02356853026891455
3,2017-03-01,TIRUPATHI,ANDHRA PRADESH,0.02056889956538034
4,2017-03-01,VISAKHAPATNAM,ANDHRA PRADESH,0.020492900323948408
5,2017-03-01,HYDERABAD,ANDHRA PRADESH,0.0
6,2017-03-01,KARIMNAGAR,ANDHRA PRADESH,0.0
7,2017-03-01,VIJAYWADA,ANDHRA PRADESH,0.0
8,2017-03-01,BALASORE,ODISHA,0.0
9,2017-03-01,BERHAMPUR,ODISHA,0.0
0,2017-04-01,CUTTACK,ODISHA,0.06500276753593598
1,2017-04-01,BHUBANESHWAR,ODISHA,0.05316762760606192
2,2017-04-01,VIJAYWADA,ANDHRA PRADESH,0.0406985630698891
3,2017-04-01,SAMBALPUR,ODISHA,0.030946329455890136
4,2017-04-01,TIRUPATHI,ANDHRA PRADESH,0.028098094687355628
10,2017-04-01,AVERAGE,,0.02369390995334576
5,2017-04-01,VISAKHAPATNAM,ANDHRA PRADESH,0.019025717178324842
6,2017-04-01,HYDERABAD,ANDHRA PRADESH,0.0
7,2017-04-01,KARIMNAGAR,ANDHRA PRADESH,0.0
8,2017-04-01,BALASORE,ODISHA,0.0
9,2017-04-01,BERHAMPUR,ODISHA,0.0
0,2017-05-01,VIJAYWADA,ANDHRA PRADESH,0.036783655455561635
1,2017-05-01,SAMBALPUR,ODISHA,0.03651408793544355
2,2017-05-01,CUTTACK,ODISHA,0.032834379259584184
3,2017-05-01,BHUBANESHWAR,ODISHA,0.018122652903646952
10,2017-05-01,AVERAGE,,0.01312042030062614
4,2017-05-01,VISAKHAPATNAM,ANDHRA PRADESH,0.006949427452025072
5,2017-05-01,HYDERABAD,ANDHRA PRADESH,0.0
6,2017-05-01,KARIMNAGAR,ANDHRA PRADESH,0.0
7,2017-05-01,TIRUPATHI,ANDHRA PRADESH,0.0
8,2017-05-01,BALASORE,ODISHA,0.0
9,2017-05-01,BERHAMPUR,ODISHA,0.0
0,2017-06-01,VIJAYWADA,ANDHRA PRADESH,0.028199827113937974
1,2017-06-01,CUTTACK,ODISHA,0.01389246404815517
2,2017-06-01,BHUBANESHWAR,ODISHA,0.01330834023530498
3,2017-06-01,SAMBALPUR,ODISHA,0.006159368829722571
10,2017-06-01,AVERAGE,,0.006156000022712069
4,2017-06-01,HYDERABAD,ANDHRA PRADESH,0.0
5,2017-06-01,KARIMNAGAR,ANDHRA PRADESH,0.0
6,2017-06-01,TIRUPATHI,ANDHRA PRADESH,0.0
7,2017-06-01,VISAKHAPATNAM,ANDHRA PRADESH,0.0
8,2017-06-01,BALASORE,ODISHA,0.0
9,2017-06-01,BERHAMPUR,ODISHA,0.0
0,2017-07-01,VIJAYWADA,ANDHRA PRADESH,0.04597005465110046
1,2017-07-01,HYDERABAD,ANDHRA PRADESH,0.04450428961527563
2,2017-07-01,KARIMNAGAR,ANDHRA PRADESH,0.02969118876949672
3,2017-07-01,TIRUPATHI,ANDHRA PRADESH,0.021469012363776373
10,2017-07-01,AVERAGE,,0.019004117265351988
4,2017-07-01,VISAKHAPATNAM,ANDHRA PRADESH,0.01810816668431816
5,2017-07-01,CUTTACK,ODISHA,0.013519288483223764
6,2017-07-01,BHUBANESHWAR,ODISHA,0.008433871248084302
7,2017-07-01,SAMBALPUR,ODISHA,0.008345300838244444
8,2017-07-01,BALASORE,ODISHA,0.0
9,2017-07-01,BERHAMPUR,ODISHA,0.0
0,2017-08-01,CUTTACK,ODISHA,0.08333905885597291
1,2017-08-01,BHUBANESHWAR,ODISHA,0.07738923963357001
2,2017-08-01,VIJAYWADA,ANDHRA PRADESH,0.07110504418931791
3,2017-08-01,SAMBALPUR,ODISHA,0.06606377875221592
10,2017-08-01,AVERAGE,,0.036584577225968744
4,2017-08-01,HYDERABAD,ANDHRA PRADESH,0.02791469337627222
5,2017-08-01,KARIMNAGAR,ANDHRA PRADESH,0.02755277137934021
6,2017-08-01,TIRUPATHI,ANDHRA PRADESH,0.012481186072998291
7,2017-08-01,VISAKHAPATNAM,ANDHRA PRADESH,0.0
8,2017-08-01,BALASORE,ODISHA,0.0
9,2017-08-01,BERHAMPUR,ODISHA,0.0
0,2017-09-01,VIJAYWADA,ANDHRA PRADESH,0.02438072102055056
1,2017-09-01,VISAKHAPATNAM,ANDHRA PRADESH,0.023637403574763582
2,2017-09-01,CUTTACK,ODISHA,0.021128317453330804
10,2017-09-01,AVERAGE,,0.007659923948106025
3,2017-09-01,BHUBANESHWAR,ODISHA,0.007452797432415299
4,2017-09-01,HYDERABAD,ANDHRA PRADESH,0.0
5,2017-09-01,KARIMNAGAR,ANDHRA PRADESH,0.0
6,2017-09-01,TIRUPATHI,ANDHRA PRADESH,0.0
7,2017-09-01,BALASORE,ODISHA,0.0
8,2017-09-01,BERHAMPUR,ODISHA,0.0
9,2017-09-01,SAMBALPUR,ODISHA,0.0
0,2017-10-01,CUTTACK,ODISHA,0.027734935123815783
1,2017-10-01,SAMBALPUR,ODISHA,0.012097792712149964
10,2017-10-01,AVERAGE,,0.003983272783596574
2,2017-10-01,HYDERABAD,ANDHRA PRADESH,0.0
3,2017-10-01,KARIMNAGAR,ANDHRA PRADESH,0.0
4,2017-10-01,TIRUPATHI,ANDHRA PRADESH,0.0
5,2017-10-01,VIJAYWADA,ANDHRA PRADESH,0.0
6,2017-10-01,VISAKHAPATNAM,ANDHRA PRADESH,0.0
7,2017-10-01,BALASORE,ODISHA,0.0
8,2017-10-01,BERHAMPUR,ODISHA,0.0
9,2017-10-01,BHUBANESHWAR,ODISHA,0.0
0,2017-11-01,BHUBANESHWAR,ODISHA,0.016125516845495496
1,2017-11-01,VISAKHAPATNAM,ANDHRA PRADESH,0.010546189663584045
2,2017-11-01,SAMBALPUR,ODISHA,0.008246201463785343
3,2017-11-01,CUTTACK,ODISHA,0.007978910094833739
10,2017-11-01,AVERAGE,,0.004289681806769862
4,2017-11-01,HYDERABAD,ANDHRA PRADESH,0.0
5,2017-11-01,KARIMNAGAR,ANDHRA PRADESH,0.0
6,2017-11-01,TIRUPATHI,ANDHRA PRADESH,0.0
7,2017-11-01,VIJAYWADA,ANDHRA PRADESH,0.0
8,2017-11-01,BALASORE,ODISHA,0.0
9,2017-11-01,BERHAMPUR,ODISHA,0.0
0,2017-12-01,VIJAYWADA,ANDHRA PRADESH,0.02303980713555634
1,2017-12-01,CUTTACK,ODISHA,0.022384133423651184
2,2017-12-01,BHUBANESHWAR,ODISHA,0.018721216593770938
3,2017-12-01,SAMBALPUR,ODISHA,0.015883472537221787
10,2017-12-01,AVERAGE,,0.00875523707932599
4,2017-12-01,VISAKHAPATNAM,ANDHRA PRADESH,0.007523741103059644
5,2017-12-01,HYDERABAD,ANDHRA PRADESH,0.0
6,2017-12-01,KARIMNAGAR,ANDHRA PRADESH,0.0
7,2017-12-01,TIRUPATHI,ANDHRA PRADESH,0.0
8,2017-12-01,BALASORE,ODISHA,0.0
9,2017-12-01,BERHAMPUR,ODISHA,0.0
0,2018-01-01,VIJAYWADA,ANDHRA PRADESH,0.0489438405907851
1,2018-01-01,VISAKHAPATNAM,ANDHRA PRADESH,0.015570581734747022
10,2018-01-01,AVERAGE,,0.007682247562651953
2,2018-01-01,CUTTACK,ODISHA,0.007677510677189362
3,2018-01-01,SAMBALPUR,ODISHA,0.004630542623798057
4,2018-01-01,HYDERABAD,ANDHRA PRADESH,0.0
5,2018-01-01,KARIMNAGAR,ANDHRA PRADESH,0.0
6,2018-01-01,TIRUPATHI,ANDHRA PRADESH,0.0
7,2018-01-01,BALASORE,ODISHA,0.0
8,2018-01-01,BERHAMPUR,ODISHA,0.0
9,2018-01-01,BHUBANESHWAR,ODISHA,0.0
0,2018-02-01,VIJAYWADA,ANDHRA PRADESH,0.02194783978506647
1,2018-02-01,CUTTACK,ODISHA,0.009830580560349451
10,2018-02-01,AVERAGE,,0.003177842034541592
2,2018-02-01,HYDERABAD,ANDHRA PRADESH,0.0
3,2018-02-01,KARIMNAGAR,ANDHRA PRADESH,0.0
4,2018-02-01,TIRUPATHI,ANDHRA PRADESH,0.0
5,2018-02-01,VISAKHAPATNAM,ANDHRA PRADESH,0.0
6,2018-02-01,BALASORE,ODISHA,0.0
7,2018-02-01,BERHAMPUR,ODISHA,0.0
8,2018-02-01,BHUBANESHWAR,ODISHA,0.0
9,2018-02-01,SAMBALPUR,ODISHA,0.0
0,2018-03-01,KARIMNAGAR,ANDHRA PRADESH,0.049015352747987136
1,2018-03-01,HYDERABAD,ANDHRA PRADESH,0.04697190272620985
2,2018-03-01,VISAKHAPATNAM,ANDHRA PRADESH,0.025773615723760086
10,2018-03-01,AVERAGE,,0.014798491606164133
3,2018-03-01,CUTTACK,ODISHA,0.013146463070469171
4,2018-03-01,SAMBALPUR,ODISHA,0.00762967145776497
5,2018-03-01,BHUBANESHWAR,ODISHA,0.00544791033545012
6,2018-03-01,TIRUPATHI,ANDHRA PRADESH,0.0
7,2018-03-01,VIJAYWADA,ANDHRA PRADESH,0.0
8,2018-03-01,BALASORE,ODISHA,0.0
9,2018-03-01,BERHAMPUR,ODISHA,0.0
0,2018-04-01,TIRUPATHI,ANDHRA PRADESH,0.003629705483798318
10,2018-04-01,AVERAGE,,0.0003629705483798318
1,2018-04-01,HYDERABAD,ANDHRA PRADESH,0.0
2,2018-04-01,KARIMNAGAR,ANDHRA PRADESH,0.0
3,2018-04-01,VIJAYWADA,ANDHRA PRADESH,0.0
4,2018-04-01,VISAKHAPATNAM,ANDHRA PRADESH,0.0
5,2018-04-01,BALASORE,ODISHA,0.0
6,2018-04-01,BERHAMPUR,ODISHA,0.0
7,2018-04-01,BHUBANESHWAR,ODISHA,0.0
8,2018-04-01,CUTTACK,ODISHA,0.0
9,2018-04-01,SAMBALPUR,ODISHA,0.0
0,2018-05-01,BHUBANESHWAR,ODISHA,0.04802364130493639
1,2018-05-01,CUTTACK,ODISHA,0.014845458218651832
2,2018-05-01,SAMBALPUR,ODISHA,0.01287476690588286
3,2018-05-01,VISAKHAPATNAM,ANDHRA PRADESH,0.01229049701516162
10,2018-05-01,AVERAGE,,0.010210442262093666
4,2018-05-01,TIRUPATHI,ANDHRA PRADESH,0.00708646623024953
5,2018-05-01,VIJAYWADA,ANDHRA PRADESH,0.006983592946054432
6,2018-05-01,HYDERABAD,ANDHRA PRADESH,0.0
7,2018-05-01,KARIMNAGAR,ANDHRA PRADESH,0.0
8,2018-05-01,BALASORE,ODISHA,0.0
9,2018-05-01,BERHAMPUR,ODISHA,0.0
0,2018-06-01,SAMBALPUR,ODISHA,0.0319500048236539
1,2018-06-01,BHUBANESHWAR,ODISHA,0.0227420913281432
2,2018-06-01,VISAKHAPATNAM,ANDHRA PRADESH,0.02230095904544819
3,2018-06-01,CUTTACK,ODISHA,0.015806482466551128
10,2018-06-01,AVERAGE,,0.009540898291155805
4,2018-06-01,VIJAYWADA,ANDHRA PRADESH,0.0026094452477616304
5,2018-06-01,HYDERABAD,ANDHRA PRADESH,0.0
6,2018-06-01,KARIMNAGAR,ANDHRA PRADESH,0.0
7,2018-06-01,TIRUPATHI,ANDHRA PRADESH,0.0
8,2018-06-01,BALASORE,ODISHA,0.0
9,2018-06-01,BERHAMPUR,ODISHA,0.0
0,2018-07-01,BHUBANESHWAR,ODISHA,0.06193764248369825
1,2018-07-01,SAMBALPUR,ODISHA,0.049836579683566654
2,2018-07-01,CUTTACK,ODISHA,0.03490856813218138
3,2018-07-01,KARIMNAGAR,ANDHRA PRADESH,0.030620551063754806
4,2018-07-01,HYDERABAD,ANDHRA PRADESH,0.02080569200786884
10,2018-07-01,AVERAGE,,0.020453142946432173
5,2018-07-01,VIJAYWADA,ANDHRA PRADESH,0.0064223960932518155
6,2018-07-01,TIRUPATHI,ANDHRA PRADESH,0.0
7,2018-07-01,VISAKHAPATNAM,ANDHRA PRADESH,0.0
8,2018-07-01,BALASORE,ODISHA,0.0
9,2018-07-01,BERHAMPUR,ODISHA,0.0
0,2018-08-01,VIJAYWADA,ANDHRA PRADESH,0.006928737725751115
10,2018-08-01,AVERAGE,,0.0006928737725751115
1,2018-08-01,HYDERABAD,ANDHRA PRADESH,0.0
2,2018-08-01,KARIMNAGAR,ANDHRA PRADESH,0.0
3,2018-08-01,TIRUPATHI,ANDHRA PRADESH,0.0
4,2018-08-01,VISAKHAPATNAM,ANDHRA PRADESH,0.0
5,2018-08-01,BALASORE,ODISHA,0.0
6,2018-08-01,BERHAMPUR,ODISHA,0.0
7,2018-08-01,BHUBANESHWAR,ODISHA,0.0
8,2018-08-01,CUTTACK,ODISHA,0.0
9,2018-08-01,SAMBALPUR,ODISHA,0.0
0,2018-09-01,SAMBALPUR,ODISHA,0.011958530496599284
1,2018-09-01,VIJAYWADA,ANDHRA PRADESH,0.007042481597490415
2,2018-09-01,BHUBANESHWAR,ODISHA,0.006948142818364629
10,2018-09-01,AVERAGE,,0.002594915491245433
3,2018-09-01,HYDERABAD,ANDHRA PRADESH,0.0
4,2018-09-01,KARIMNAGAR,ANDHRA PRADESH,0.0
5,2018-09-01,TIRUPATHI,ANDHRA PRADESH,0.0
6,2018-09-01,VISAKHAPATNAM,ANDHRA PRADESH,0.0
7,2018-09-01,BALASORE,ODISHA,0.0
8,2018-09-01,BERHAMPUR,ODISHA,0.0
9,2018-09-01,CUTTACK,ODISHA,0.0
0,2018-10-01,VIJAYWADA,ANDHRA PRADESH,0.014905011281338662
1,2018-10-01,CUTTACK,ODISHA,0.01380926644132662
2,2018-10-01,SAMBALPUR,ODISHA,0.01174165143815359
10,2018-10-01,AVERAGE,,0.004045592916081887
3,2018-10-01,HYDERABAD,ANDHRA PRADESH,0.0
4,2018-10-01,KARIMNAGAR,ANDHRA PRADESH,0.0
5,2018-10-01,TIRUPATHI,ANDHRA PRADESH,0.0
6,2018-10-01,VISAKHAPATNAM,ANDHRA PRADESH,0.0
7,2018-10-01,BALASORE,ODISHA,0.0
8,2018-10-01,BERHAMPUR,ODISHA,0.0
9,2018-10-01,BHUBANESHWAR,ODISHA,0.0
0,2018-11-01,BHUBANESHWAR,ODISHA,0.025129785878648947
1,2018-11-01,SAMBALPUR,ODISHA,0.024877388694384817
2,2018-11-01,VISAKHAPATNAM,ANDHRA PRADESH,0.0141520457513059
3,2018-11-01,CUTTACK,ODISHA,0.012373434338027123
10,2018-11-01,AVERAGE,,0.00808854160978784
4,2018-11-01,VIJAYWADA,ANDHRA PRADESH,0.004352761435511622
5,2018-11-01,HYDERABAD,ANDHRA PRADESH,0.0
6,2018-11-01,KARIMNAGAR,ANDHRA PRADESH,0.0
7,2018-11-01,TIRUPATHI,ANDHRA PRADESH,0.0
8,2018-11-01,BALASORE,ODISHA,0.0
9,2018-11-01,BERHAMPUR,ODISHA,0.0
0,2018-12-01,SAMBALPUR,ODISHA,0.01464263467940325
1,2018-12-01,VISAKHAPATNAM,ANDHRA PRADESH,0.012921269771229428
2,2018-12-01,BHUBANESHWAR,ODISHA,0.005136313987850574
10,2018-12-01,AVERAGE,,0.003624325918735784
3,2018-12-01,BALASORE,ODISHA,0.003543040748874588
4,2018-12-01,HYDERABAD,ANDHRA PRADESH,0.0
5,2018-12-01,KARIMNAGAR,ANDHRA PRADESH,0.0
6,2018-12-01,TIRUPATHI,ANDHRA PRADESH,0.0
7,2018-12-01,VIJAYWADA,ANDHRA PRADESH,0.0
8,2018-12-01,BERHAMPUR,ODISHA,0.0
9,2018-12-01,CUTTACK,ODISHA,0.0
0,2019-01-01,BHUBANESHWAR,ODISHA,0.02706409648234943
1,2019-01-01,CUTTACK,ODISHA,0.0226542197981113
2,2019-01-01,BERHAMPUR,ODISHA,0.021111915510436226
3,2019-01-01,SAMBALPUR,ODISHA,0.016745113939207145
4,2019-01-01,BALASORE,ODISHA,0.016336573001489538
10,2019-01-01,AVERAGE,,0.011230595719674339
5,2019-01-01,VIJAYWADA,ANDHRA PRADESH,0.008394038465149753
6,2019-01-01,HYDERABAD,ANDHRA PRADESH,0.0
7,2019-01-01,KARIMNAGAR,ANDHRA PRADESH,0.0
8,2019-01-01,TIRUPATHI,ANDHRA PRADESH,0.0
9,2019-01-01,VISAKHAPATNAM,ANDHRA PRADESH,0.0
0,2019-02-01,BERHAMPUR,ODISHA,0.01252918895397879
1,2019-02-01,VIJAYWADA,ANDHRA PRADESH,0.01063348469138212
2,2019-02-01,BHUBANESHWAR,ODISHA,0.00780009448883213
3,2019-02-01,SAMBALPUR,ODISHA,0.007099593612148956
10,2019-02-01,AVERAGE,,0.004114903155304623
4,2019-02-01,BALASORE,ODISHA,0.0030866698067042336
5,2019-02-01,HYDERABAD,ANDHRA PRADESH,0.0
6,2019-02-01,KARIMNAGAR,ANDHRA PRADESH,0.0
7,2019-02-01,TIRUPATHI,ANDHRA PRADESH,0.0
8,2019-02-01,VISAKHAPATNAM,ANDHRA PRADESH,0.0
9,2019-02-01,CUTTACK,ODISHA,0.0
0,2019-03-01,BHUBANESHWAR,ODISHA,0.013888888888888888
1,2019-03-01,CUTTACK,ODISHA,0.013565071678390932
2,2019-03-01,BALASORE,ODISHA,0.010810069557850587
