<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:9323188045bbc5d2a5cb85fada603db00735b33fe069098ab535b1d99f195075
size 24145
=======
DATE,PRICE_DISPERSION,COMMODITY
2018-02-01,0.008628280831599913,GREEN GRAM DAL (MOONG DAL)
2018-02-01,0.005336961802315133,MUSTARD OIL
2018-03-01,0.038573100897553926,POTATO
2018-03-01,0.032942481913395244,TOMATO
2018-03-01,0.02118683075985675,RICE
2018-03-01,0.020881810104175873,AVG
2018-03-01,0.020368687376754253,ONION
2018-03-01,0.020297418440513575,MASUR DAL
2018-03-01,0.007779392797480131,GREEN GRAM DAL (MOONG DAL)
2018-03-01,0.005024758543677272,MUSTARD OIL
2018-04-01,0.036827474495191755,POTATO
2018-04-01,0.03451351174398119,TOMATO
2018-04-01,0.021382132133976293,RICE
2018-04-01,0.02065478587703332,AVG
2018-04-01,0.020218505592269596,ONION
2018-04-01,0.019598835391859134,MASUR DAL
2018-04-01,0.007292920993271716,GREEN GRAM DAL (MOONG DAL)
2018-04-01,0.004750120788683518,MUSTARD OIL
2018-05-01,0.03649483493731014,POTATO
2018-05-01,0.03472498539858821,TOMATO
2018-05-01,0.021465525752609564,RICE
2018-05-01,0.020556251233049088,AVG
2018-05-01,0.020078932415223523,ONION
2018-05-01,0.01948867021798713,MASUR DAL
2018-05-01,0.006824795367939334,GREEN GRAM DAL (MOONG DAL)
2018-05-01,0.004816014541685704,MUSTARD OIL
2018-06-01,0.0362886585022894,TOMATO
2018-06-01,0.03622015212350945,POTATO
2018-06-01,0.02151803741444783,RICE
2018-06-01,0.02048354520730486,AVG
2018-06-01,0.019628934807548133,MASUR DAL
2018-06-01,0.01813088309726141,ONION
2018-06-01,0.0066270653411256986,GREEN GRAM DAL (MOONG DAL)
2018-06-01,0.004971085164952086,MUSTARD OIL
2018-07-01,0.041395512090999904,TOMATO
2018-07-01,0.03477553859623511,POTATO
2018-07-01,0.021680735872055205,RICE
2018-07-01,0.020970052772127885,AVG
2018-07-01,0.01947556458939275,MASUR DAL
2018-07-01,0.01766032534347579,ONION
2018-07-01,0.006427442130806256,GREEN GRAM DAL (MOONG DAL)
2018-07-01,0.00537525078193019,MUSTARD OIL
2018-08-01,0.039490081137476096,TOMATO
2018-08-01,0.03383192507594423,POTATO
2018-08-01,0.02167069289042642,RICE
2018-08-01,0.02063290849999852,AVG
2018-08-01,0.01899818349333258,MASUR DAL
2018-08-01,0.01817173246929989,ONION
2018-08-01,0.006312497686806491,GREEN GRAM DAL (MOONG DAL)
2018-08-01,0.005955246746703909,MUSTARD OIL
2018-09-01,0.03703200462456462,TOMATO
2018-09-01,0.03335219535632102,POTATO
2018-09-01,0.0212338196307885,RICE
2018-09-01,0.02021909143435021,AVG
2018-09-01,0.018664711783758982,MASUR DAL
2018-09-01,0.018372935310840343,ONION
2018-09-01,0.006626718481092684,MUSTARD OIL
2018-09-01,0.006251254853085303,GREEN GRAM DAL (MOONG DAL)
2018-10-01,0.037038810114907464,TOMATO
2018-10-01,0.03526874109695476,POTATO
2018-10-01,0.020620797077024446,RICE
2018-10-01,0.02027093062872639,AVG
2018-10-01,0.018177382257712957,MASUR DAL
2018-10-01,0.01742154066091937,ONION
2018-10-01,0.007242262446530047,MUSTARD OIL
2018-10-01,0.006126980747035728,GREEN GRAM DAL (MOONG DAL)
2018-11-01,0.03944489660875056,TOMATO
2018-11-01,0.036391758137183886,POTATO
2018-11-01,0.020614469162372782,AVG
2018-11-01,0.019649132484879504,RICE
2018-11-01,0.017583782098087763,MASUR DAL
2018-11-01,0.017515622937247028,ONION
2018-11-01,0.007781138025878433,MUSTARD OIL
2018-11-01,0.005934953844582318,GREEN GRAM DAL (MOONG DAL)
2018-12-01,0.04147157166947701,TOMATO
2018-12-01,0.033863278144425704,POTATO
2018-12-01,0.020362890258511738,AVG
2018-12-01,0.018953556947206213,RICE
2018-12-01,0.01759896223812247,ONION
2018-12-01,0.017023612551811,MASUR DAL
2018-12-01,0.008180504724528801,MUSTARD OIL
2018-12-01,0.005448745534010968,GREEN GRAM DAL (MOONG DAL)
2019-01-01,0.04210734921547144,TOMATO
2019-01-01,0.03156878888486503,POTATO
2019-01-01,0.019857172567399817,AVG
2019-01-01,0.01819272381496489,RICE
2019-01-01,0.0176041931081417,ONION
2019-01-01,0.0163500069145899,MASUR DAL
2019-01-01,0.008560245834232637,MUSTARD OIL
2019-01-01,0.0046169001995330925,GREEN GRAM DAL (MOONG DAL)
2019-02-01,0.03978517320017635,TOMATO
2019-02-01,0.031031198146050713,POTATO
2019-02-01,0.01918398200620935,AVG
2019-02-01,0.017357663833001018,ONION
2019-02-01,0.01725161382805529,RICE
2019-02-01,0.015969820027911797,MASUR DAL
2019-02-01,0.008812776413660588,MUSTARD OIL
2019-02-01,0.004079628594609687,GREEN GRAM DAL (MOONG DAL)
2019-03-01,0.040275188600447306,TOMATO
2019-03-01,0.03025260255372441,POTATO
2019-03-01,0.01879638352090526,AVG
2019-03-01,0.016736138412711075,ONION
2019-03-01,0.016549433810800616,RICE
2019-03-01,0.015346110935681667,MASUR DAL
2019-03-01,0.008779664084189776,MUSTARD OIL
2019-03-01,0.0036355462487819615,GREEN GRAM DAL (MOONG DAL)
2019-04-01,0.038641290043568026,TOMATO
2019-04-01,0.027965522129048275,POTATO
2019-04-01,0.018023403922305857,AVG
2019-04-01,0.01659622397471113,ONION
2019-04-01,0.016504275163645978,RICE
2019-04-01,0.014664231234035503,MASUR DAL
2019-04-01,0.008629464650563159,MUSTARD OIL
2019-04-01,0.003162820260568931,GREEN GRAM DAL (MOONG DAL)
2019-05-01,0.034927412763951705,TOMATO
2019-05-01,0.026174765023538177,POTATO
2019-05-01,0.01724722160445735,AVG
2019-05-01,0.017118843510779823,ONION
2019-05-01,0.01660062722658016,RICE
2019-05-01,0.014109027836861928,MASUR DAL
2019-05-01,0.00867440741936044,MUSTARD OIL
2019-05-01,0.0031254674501292054,GREEN GRAM DAL (MOONG DAL)
2019-06-01,0.030594068072613386,TOMATO
2019-06-01,0.024533363742377644,POTATO
2019-06-01,0.017309009050557378,ONION
2019-06-01,0.016805901850458,RICE
2019-06-01,0.016474257892264425,AVG
2019-06-01,0.013769320459182818,MASUR DAL
2019-06-01,0.008789330034501696,MUSTARD OIL
2019-06-01,0.003518812036160058,GREEN GRAM DAL (MOONG DAL)
2019-07-01,0.029707955736434845,TOMATO
2019-07-01,0.025744312223167674,POTATO
2019-07-01,0.017542589982972777,ONION
2019-07-01,0.016907112363623928,RICE
2019-07-01,0.016595696650214136,AVG
2019-07-01,0.013374664021267016,MASUR DAL
2019-07-01,0.008979088990938166,MUSTARD OIL
2019-07-01,0.003914153233094557,GREEN GRAM DAL (MOONG DAL)
2019-08-01,0.02949047978257765,TOMATO
2019-08-01,0.0263365822880517,POTATO
2019-08-01,0.018524180916649705,ONION
2019-08-01,0.016909826083755904,RICE
2019-08-01,0.016752880017126763,AVG
2019-08-01,0.01289140900548054,MASUR DAL
2019-08-01,0.0089316759327502,MUSTARD OIL
2019-08-01,0.004186006110621655,GREEN GRAM DAL (MOONG DAL)
2019-09-01,0.029853417286024427,TOMATO
2019-09-01,0.02499917521673817,POTATO
2019-09-01,0.017954461453559743,ONION
2019-09-01,0.016920197141661902,RICE
2019-09-01,0.016533541455989544,AVG
2019-09-01,0.012393300000441709,MASUR DAL
2019-09-01,0.008930717260049252,MUSTARD OIL
2019-09-01,0.004683521833451611,GREEN GRAM DAL (MOONG DAL)
2019-10-01,0.028688985669086137,TOMATO
2019-10-01,0.023783082386404246,POTATO
2019-10-01,0.018061054532713967,ONION
2019-10-01,0.01676934698796897,RICE
2019-10-01,0.01635110044172852,AVG
2019-10-01,0.012777893365235835,MASUR DAL
2019-10-01,0.00906560725722669,MUSTARD OIL
2019-10-01,0.005311732893463788,GREEN GRAM DAL (MOONG DAL)
2019-11-01,0.030999592903520223,TOMATO
2019-11-01,0.024147786778794107,POTATO
2019-11-01,0.017429342189086663,ONION
2019-11-01,0.016971324380869478,AVG
2019-11-01,0.016691654453540043,RICE
2019-11-01,0.01366154970576888,MASUR DAL
2019-11-01,0.009204892641265356,MUSTARD OIL
2019-11-01,0.006664451994111079,GREEN GRAM DAL (MOONG DAL)
2019-12-01,0.03240191830716431,TOMATO
2019-12-01,0.023135466932970215,POTATO
2019-12-01,0.017153654397942763,AVG
2019-12-01,0.016721803979235093,RICE
2019-12-01,0.016319921650395638,ONION
2019-12-01,0.014788149511051415,MASUR DAL
2019-12-01,0.009077257348890913,MUSTARD OIL
2019-12-01,0.007631063055891759,GREEN GRAM DAL (MOONG DAL)
2020-01-01,0.03338830363992666,TOMATO
2020-01-01,0.022546761338680575,POTATO
2020-01-01,0.01727299309289273,AVG
2020-01-01,0.01665888340973611,RICE
2020-01-01,0.01540730918683134,MASUR DAL
2020-01-01,0.015015248234733545,ONION
2020-01-01,0.009223668736175942,MUSTARD OIL
2020-01-01,0.00867077710416492,GREEN GRAM DAL (MOONG DAL)
2020-02-01,0.031689693913626645,TOMATO
2020-02-01,0.020356784204958973,POTATO
2020-02-01,0.016732956788021745,AVG
2020-02-01,0.016466765082767072,RICE
2020-02-01,0.015887465549461348,MASUR DAL
2020-02-01,0.013639482055517325,ONION
2020-02-01,0.009866505051260398,GREEN GRAM DAL (MOONG DAL)
2020-02-01,0.00922400165856045,MUSTARD OIL
2020-03-01,0.031231521650538545,TOMATO
2020-03-01,0.019723102798583064,POTATO
2020-03-01,0.01671199618734499,AVG
2020-03-01,0.016526901156757565,RICE
2020-03-01,0.016399596067835892,MASUR DAL
2020-03-01,0.012692003100797208,ONION
2020-03-01,0.011301410683402777,GREEN GRAM DAL (MOONG DAL)
2020-03-01,0.009109437853499889,MUSTARD OIL
2020-04-01,0.03108736815500962,TOMATO
2020-04-01,0.020051434111494387,POTATO
2020-04-01,0.017688129306740345,MASUR DAL
2020-04-01,0.01727030461412845,AVG
2020-04-01,0.01652701959749563,RICE
2020-04-01,0.013337766496093017,ONION
2020-04-01,0.01320231582518284,GREEN GRAM DAL (MOONG DAL)
2020-04-01,0.008998098806883311,MUSTARD OIL
2020-05-01,0.031159948845303546,TOMATO
2020-05-01,0.0198557020618156,POTATO
2020-05-01,0.018523492112179147,MASUR DAL
2020-05-01,0.017976542648371292,AVG
2020-05-01,0.016805634883160652,RICE
2020-05-01,0.015439488813643836,ONION
2020-05-01,0.015328468714267499,GREEN GRAM DAL (MOONG DAL)
2020-05-01,0.008723063108228755,MUSTARD OIL
2020-06-01,0.03180806082608343,TOMATO
2020-06-01,0.020746632272862917,POTATO
2020-06-01,0.01901899827625211,MASUR DAL
2020-06-01,0.018592031823378884,AVG
2020-06-01,0.017625067304627474,ONION
2020-06-01,0.016475275922082443,GREEN GRAM DAL (MOONG DAL)
2020-06-01,0.016019347871788565,RICE
2020-06-01,0.008450840289955266,MUSTARD OIL
2020-07-01,0.03272858371897326,TOMATO
2020-07-01,0.022179383042075694,POTATO
2020-07-01,0.01913906807276946,AVG
2020-07-01,0.01903335013063433,MASUR DAL
2020-07-01,0.018737589429624685,ONION
2020-07-01,0.01751928707436039,GREEN GRAM DAL (MOONG DAL)
2020-07-01,0.014946542611919342,RICE
2020-07-01,0.008828740501798518,MUSTARD OIL
2020-08-01,0.035601440950501495,TOMATO
2020-08-01,0.024015374743443927,POTATO
2020-08-01,0.02005855998643358,AVG
2020-08-01,0.019790052200280434,ONION
2020-08-01,0.019592116120377707,MASUR DAL
2020-08-01,0.018237509884999968,GREEN GRAM DAL (MOONG DAL)
2020-08-01,0.014080134993653525,RICE
2020-08-01,0.009093291011778023,MUSTARD OIL
2020-09-01,0.037507237493479555,TOMATO
2020-09-01,0.026994379157519677,POTATO
2020-09-01,0.022352206525162066,ONION
2020-09-01,0.021277676501146415,AVG
2020-09-01,0.019977416998504083,MASUR DAL
2020-09-01,0.018791613166644277,GREEN GRAM DAL (MOONG DAL)
2020-09-01,0.013303111706520819,RICE
2020-09-01,0.010017770460194432,MUSTARD OIL
2020-10-01,0.03784998380679722,TOMATO
2020-10-01,0.028584413460894156,POTATO
2020-10-01,0.022841615952558098,ONION
2020-10-01,0.021710997712855225,AVG
2020-10-01,0.020045748034865585,MASUR DAL
2020-10-01,0.01878157410412925,GREEN GRAM DAL (MOONG DAL)
2020-10-01,0.012478852609688054,RICE
2020-10-01,0.011394796021054195,MUSTARD OIL
2020-11-01,0.037584964892212844,TOMATO
2020-11-01,0.030059296853110245,POTATO
2020-11-01,0.022756685697954093,ONION
2020-11-01,0.02175356386681082,AVG
2020-11-01,0.019324231020786415,MASUR DAL
2020-11-01,0.0178751385397924,GREEN GRAM DAL (MOONG DAL)
2020-11-01,0.012827138034346042,MUSTARD OIL
2020-11-01,0.011847492029473727,RICE
2020-12-01,0.03911315754139543,TOMATO
2020-12-01,0.03071642478734956,POTATO
2020-12-01,0.021673114291470598,AVG
2020-12-01,0.02067679014831503,ONION
2020-12-01,0.01904974860060284,MASUR DAL
2020-12-01,0.01668011765627708,GREEN GRAM DAL (MOONG DAL)
2020-12-01,0.014417406273733625,MUSTARD OIL
2020-12-01,0.011058155032620648,RICE
2021-01-01,0.04018378387598335,POTATO
2021-01-01,0.03994464882500235,TOMATO
2021-01-01,0.022805355621534514,AVG
2021-01-01,0.018644740201044386,MASUR DAL
2021-01-01,0.017530934953725437,ONION
2021-01-01,0.015881456888228455,MUSTARD OIL
2021-01-01,0.015772370419832676,GREEN GRAM DAL (MOONG DAL)
2021-01-01,0.011679554186924944,RICE
2021-02-01,0.0423501511016301,POTATO
2021-02-01,0.037748771877350415,TOMATO
2021-02-01,0.02315420207091867,AVG
2021-02-01,0.018340781283862437,MASUR DAL
2021-02-01,0.017367828893351415,ONION
2021-02-01,0.0168323563472172,MUSTARD OIL
2021-02-01,0.015355694755988613,GREEN GRAM DAL (MOONG DAL)
2021-02-01,0.014083830237030507,RICE
2021-03-01,0.042674271392291754,POTATO
2021-03-01,0.036786193659319046,TOMATO
2021-03-01,0.023345021662213934,AVG
2021-03-01,0.017880624361112936,MUSTARD OIL
2021-03-01,0.017565920060547056,MASUR DAL
2021-03-01,0.01696410360384137,RICE
2021-03-01,0.01690670488835545,ONION
2021-03-01,0.014637333670029928,GREEN GRAM DAL (MOONG DAL)
2021-04-01,0.04122157986981933,POTATO
2021-04-01,0.037225764742188985,TOMATO
2021-04-01,0.023155198432703167,AVG
2021-04-01,0.01961008825254106,RICE
2021-04-01,0.018762005509283097,MUSTARD OIL
2021-04-01,0.017293398410513704,MASUR DAL
2021-04-01,0.01471006216936194,ONION
2021-04-01,0.013263490075214069,GREEN GRAM DAL (MOONG DAL)
2021-05-01,0.03881818476256379,POTATO
2021-05-01,0.03718466399511717,TOMATO
2021-05-01,0.022979838238534427,AVG
2021-05-01,0.021830668853196452,RICE
2021-05-01,0.020147601170734386,MUSTARD OIL
2021-05-01,0.017095508653940546,MASUR DAL
2021-05-01,0.013699645514353442,ONION
2021-05-01,0.012082594719835232,GREEN GRAM DAL (MOONG DAL)
2021-06-01,0.036307207483241226,POTATO
2021-06-01,0.035800570588323234,TOMATO
2021-06-01,0.023162003907739946,RICE
2021-06-01,0.022435887994311687,AVG
2021-06-01,0.021078030191969428,MUSTARD OIL
2021-06-01,0.01650017180872253,MASUR DAL
2021-06-01,0.01326713571961333,ONION
2021-06-01,0.010936096260572117,GREEN GRAM DAL (MOONG DAL)
2021-07-01,0.037001288691546966,TOMATO
2021-07-01,0.03548670751534973,POTATO
2021-07-01,0.023471586370214577,RICE
2021-07-01,0.022315053166589157,AVG
2021-07-01,0.02182071507674118,MUSTARD OIL
2021-07-01,0.015365082729076055,MASUR DAL
2021-07-01,0.013047469418182413,ONION
2021-07-01,0.010012522365013182,GREEN GRAM DAL (MOONG DAL)
2021-08-01,0.037734742147269205,TOMATO
2021-08-01,0.024708842870514006,POTATO
2021-08-01,0.023510537151003683,RICE
2021-08-01,0.023114396432756642,MUSTARD OIL
2021-08-01,0.021004910934654678,AVG
2021-08-01,0.014590744208589024,MASUR DAL
2021-08-01,0.014281500897473489,ONION
2021-08-01,0.009093612834976688,GREEN GRAM DAL (MOONG DAL)
2021-09-01,0.04193386943610427,TOMATO
2021-09-01,0.024770979855136467,MUSTARD OIL
2021-09-01,0.022031021752744535,RICE
2021-09-01,0.02102876809456896,POTATO
2021-09-01,0.020915716485042368,AVG
2021-09-01,0.01486063639538142,ONION
2021-09-01,0.013946518975669132,MASUR DAL
2021-09-01,0.007838220885691792,GREEN GRAM DAL (MOONG DAL)
2021-10-01,0.04023632593665922,TOMATO
2021-10-01,0.026470116020685695,MUSTARD OIL
2021-10-01,0.02007634122149757,AVG
2021-10-01,0.019995746837622425,RICE
2021-10-01,0.018585511342051875,POTATO
2021-10-01,0.014695475820138108,ONION
2021-10-01,0.013566352536571662,MASUR DAL
2021-10-01,0.006984860056754023,GREEN GRAM DAL (MOONG DAL)
2021-11-01,0.03818707915811087,TOMATO
2021-11-01,0.02769696048429445,MUSTARD OIL
2021-11-01,0.019710778277292278,AVG
2021-11-01,0.018983106053087062,POTATO
2021-11-01,0.018305094108864717,RICE
2021-11-01,0.014971680201253557,ONION
2021-11-01,0.012891373452178084,MASUR DAL
2021-11-01,0.006940154483257195,GREEN GRAM DAL (MOONG DAL)
2021-12-01,0.036452443860623004,TOMATO
2021-12-01,0.02776736537643597,MUSTARD OIL
2021-12-01,0.019502129343947492,AVG
2021-12-01,0.019208483056400136,POTATO
2021-12-01,0.01708545770618227,RICE
2021-12-01,0.016586307968302186,ONION
2021-12-01,0.01253957294094773,MASUR DAL
2021-12-01,0.006875274498741154,GREEN GRAM DAL (MOONG DAL)
2022-01-01,0.02796557390995496,MUSTARD OIL
2022-01-01,0.019608203250738122,POTATO
2022-01-01,0.01783721247822078,ONION
2022-01-01,0.017015049157765555,AVG
